transaction_id,item_id,transaction_date,quantity,price,customer_id,item_name
257,7,2023-06-22,28,119.07,7,Item_G
258,2,2023-07-03,0,29.29,20,Item_B
259,10,2023-01-11,10,337.52,28,Item_J
260,7,2023-11-25,49,49.02,27,Item_G
261,4,2023-05-20,40,355.79,4,Item_D
262,5,2023-01-07,27,243.75,10,Item_E
263,4,2023-09-19,9,298.46,24,Item_D
264,7,2023-01-01,0,109.69,23,Item_G
265,6,2023-04-06,47,293.54,29,Item_F
266,3,2023-04-27,44,58.43,14,Item_C
267,1,2023-11-23,14,44.68,13,Item_A
268,4,2023-07-31,0,160.7,15,Item_D
269,10,2023-08-16,23,85.18,11,Item_J
270,4,2023-02-08,27,471.22,20,Item_D
271,1,2023-12-12,2,344.25,25,Item_A
272,9,2023-10-15,24,289.63,29,Item_I
273,6,2023-03-13,4,352.43,30,Item_F
274,2,2023-06-02,21,40.59,18,Item_B
275,10,2023-01-24,45,458.98,30,Item_J
276,9,2023-11-20,48,182.49,25,Item_I
277,8,2023-07-28,40,66.74,30,Item_H
278,2,2023-07-18,20,151.51,3,Item_B
279,7,2023-01-25,33,324.59,21,Item_G
280,9,2023-12-25,15,452.1,5,Item_I
281,9,2023-10-05,9,457.72,9,Item_I
282,7,2023-06-23,34,113.65,28,Item_G
283,10,2023-06-06,47,14.88,23,Item_J
284,2,2023-11-07,26,442.59,10,Item_B
285,10,2023-10-04,36,270.11,9,Item_J
286,7,2023-08-17,11,409.93,19,Item_G
287,3,2023-04-15,49,334.88,29,Item_C
288,3,2023-01-25,0,44.2,18,Item_C
289,3,2023-04-12,0,9.57,14,Item_C
290,3,2023-05-03,1,313.32,4,Item_C
291,4,2023-07-06,4,68.59,15,Item_D
292,6,2023-05-13,0,97.92,9,Item_F
293,8,2023-06-23,41,53.85,27,Item_H
294,5,2023-04-25,19,301.59,14,Item_E
295,7,2023-05-08,28,497.49,27,Item_G
296,9,2023-07-20,36,348.85,16,Item_I
297,5,2023-12-15,1,297.67,3,Item_E
298,2,2023-04-12,5,152.57,27,Item_B
299,10,2023-04-30,5,454.46,7,Item_J
300,9,2023-01-02,26,389.87,17,Item_I
301,3,2023-03-21,32,321.5,17,Item_C
302,8,2023-09-13,41,23.03,14,Item_H
303,4,2023-07-03,22,218.93,25,Item_D
304,5,2023-04-01,37,212.57,10,Item_E
305,7,2023-02-09,10,344.63,24,Item_G
306,3,2023-04-19,20,213.98,26,Item_C
307,2,2023-10-19,23,332.54,21,Item_B
308,10,2023-08-22,10,89.99,27,Item_J
309,6,2023-08-09,29,120.59,14,Item_F
310,9,2023-05-07,45,20.32,16,Item_I
311,6,2023-02-27,46,66.89,6,Item_F
312,3,2023-09-06,37,116.97,14,Item_C
313,6,2023-09-08,0,90.95,9,Item_F
314,9,2023-05-04,2,295.64,28,Item_I
315,1,2023-03-17,5,102.94,9,Item_A
316,9,2023-08-16,38,96.08,1,Item_I
317,8,2023-07-22,45,60.61,29,Item_H
318,7,2023-04-02,12,279.71,12,Item_G
319,8,2023-04-15,37,6.64,16,Item_H
320,3,2023-04-28,18,169.26,22,Item_C
321,7,2023-03-02,3,294.43,20,Item_G
322,8,2023-11-18,1,476.84,16,Item_H
323,6,2023-05-28,37,271.23,2,Item_F
324,10,2023-02-27,0,84.17,14,Item_J
325,4,2023-04-22,5,260.28,29,Item_D
326,4,2023-08-18,26,487.2,13,Item_D
327,8,2023-07-01,17,318.12,30,Item_H
328,2,2023-09-27,44,496.83,29,Item_B
329,5,2023-03-20,47,214.8,17,Item_E
330,2,2023-03-02,0,11.48,15,Item_B
331,7,2023-06-12,43,404.81,29,Item_G
332,9,2023-10-29,30,345.58,27,Item_I
333,7,2023-05-08,37,68.59,30,Item_G
334,3,2023-01-08,0,474.45,27,Item_C
335,7,2023-12-28,17,334.01,21,Item_G
336,3,2023-07-20,33,325.29,23,Item_C
337,8,2023-09-09,19,110.06,11,Item_H
338,7,2023-11-02,48,332.85,5,Item_G
339,3,2023-07-22,7,476.69,28,Item_C
340,1,2023-01-18,15,486.26,4,Item_A
341,1,2023-07-27,14,170.53,29,Item_A
342,5,2023-12-30,10,252.81,1,Item_E
343,4,2023-02-11,30,320.76,2,Item_D
344,9,2023-03-28,8,486.49,6,Item_I
345,3,2023-02-18,19,292.84,7,Item_C
346,9,2023-07-09,27,259.99,17,Item_I
347,9,2023-07-14,11,345.43,11,Item_I
348,2,2023-03-19,19,110.11,4,Item_B
349,6,2023-05-21,41,301.14,30,Item_F
350,7,2023-06-17,0,270.63,15,Item_G
351,4,2023-02-22,4,37.75,27,Item_D
352,5,2023-10-15,40,209.54,17,Item_E
353,2,2023-01-24,38,307.11,26,Item_B
354,6,2023-07-20,37,236.78,20,Item_F
355,5,2023-06-10,39,299.49,24,Item_E
356,6,2023-06-14,26,1.75,26,Item_F
357,4,2023-03-29,39,128.67,28,Item_D
358,5,2023-10-23,23,185.24,11,Item_E
359,8,2023-02-06,0,218.37,24,Item_H
360,2,2023-09-12,32,494.89,10,Item_B
361,7,2023-10-29,32,194.96,27,Item_G
362,4,2023-02-24,39,15.0,5,Item_D
363,9,2023-11-26,11,346.82,27,Item_I
364,2,2023-05-08,40,223.32,2,Item_B
365,1,2023-03-12,0,232.69,7,Item_A
366,6,2023-02-06,46,308.34,19,Item_F
367,4,2023-09-22,25,425.27,14,Item_D
368,4,2023-12-01,37,1.02,5,Item_D
369,7,2023-02-11,44,474.36,15,Item_G
370,2,2023-08-15,36,319.63,6,Item_B
371,1,2023-05-20,0,433.66,4,Item_A
372,4,2023-04-24,11,40.97,10,Item_D
373,7,2023-02-20,0,46.85,22,Item_G
374,8,2023-07-23,22,188.87,10,Item_H
375,8,2023-12-06,6,382.26,6,Item_H
376,8,2023-08-25,3,9.39,29,Item_H
377,7,2023-05-05,13,411.52,28,Item_G
378,9,2023-02-02,46,218.37,5,Item_I
379,8,2023-07-26,30,294.48,26,Item_H
380,5,2023-01-08,12,151.31,2,Item_E
381,9,2023-10-07,3,258.18,18,Item_I
382,5,2023-01-25,0,321.19,23,Item_E
383,6,2023-11-09,39,183.98,23,Item_F
384,7,2023-05-20,36,230.54,8,Item_G
385,3,2023-01-12,14,432.64,25,Item_C
386,10,2023-02-10,46,3.2,9,Item_J
387,7,2023-08-07,48,189.37,28,Item_G
388,9,2023-08-13,33,174.54,19,Item_I
389,9,2023-06-22,0,101.84,17,Item_I
390,7,2023-10-20,29,302.55,4,Item_G
391,8,2023-08-29,43,43.25,16,Item_H
392,10,2023-07-08,30,311.11,10,Item_J
393,6,2023-02-17,38,436.89,9,Item_F
394,1,2023-04-12,48,441.15,27,Item_A
395,6,2023-01-04,40,77.0,30,Item_F
396,2,2023-08-16,17,462.79,15,Item_B
397,7,2023-01-03,42,370.8,22,Item_G
398,9,2023-02-10,47,386.59,1,Item_I
399,4,2023-07-29,0,19.66,15,Item_D
400,6,2023-07-01,20,131.52,5,Item_F
401,3,2023-06-27,0,13.0,22,Item_C
402,8,2023-05-30,35,162.96,25,Item_H
403,2,2023-03-16,12,152.52,9,Item_B
404,8,2023-05-06,6,79.94,9,Item_H
405,1,2023-11-03,49,6.02,19,Item_A
406,9,2023-09-16,34,449.21,8,Item_I
407,2,2023-03-07,30,366.61,7,Item_B
408,6,2023-07-08,7,67.35,11,Item_F
409,4,2023-02-28,6,186.08,13,Item_D
410,7,2023-05-20,0,187.88,5,Item_G
411,4,2023-05-24,10,43.99,7,Item_D
412,7,2023-07-07,40,471.8,10,Item_G
413,5,2023-07-11,39,271.27,23,Item_E
414,9,2023-08-16,0,356.16,16,Item_I
415,6,2023-03-13,35,467.73,29,Item_F
416,1,2023-12-06,38,190.63,7,Item_A
417,5,2023-07-07,19,227.48,17,Item_E
418,2,2023-11-29,42,438.09,29,Item_B
419,1,2023-10-31,42,280.2,13,Item_A
420,3,2023-11-17,8,320.92,26,Item_C
421,8,2023-09-28,2,129.2,13,Item_H
422,1,2023-04-22,22,79.33,13,Item_A
423,5,2023-08-19,9,239.13,29,Item_E
424,3,2023-02-05,28,247.3,13,Item_C
425,3,2023-01-14,24,300.81,20,Item_C
426,9,2023-06-06,39,399.63,30,Item_I
427,9,2023-10-31,18,326.41,28,Item_I
428,9,2023-09-28,6,59.17,27,Item_I
429,8,2023-04-16,38,322.38,28,Item_H
430,6,2023-03-26,23,470.35,6,Item_F
431,4,2023-06-01,40,460.61,18,Item_D
432,7,2023-11-16,15,449.09,3,Item_G
433,3,2023-11-05,7,245.37,9,Item_C
434,3,2023-05-09,47,42.97,22,Item_C
435,7,2023-07-10,30,141.28,1,Item_G
436,1,2023-04-18,49,479.06,16,Item_A
437,5,2023-04-02,23,368.97,2,Item_E
438,8,2023-03-03,49,371.29,10,Item_H
439,6,2023-12-09,35,245.55,19,Item_F
440,6,2023-10-21,33,108.03,28,Item_F
441,10,2023-05-17,23,473.29,12,Item_J
442,10,2023-06-27,0,138.0,4,Item_J
443,4,2023-02-16,43,489.42,14,Item_D
444,1,2023-07-05,13,382.84,7,Item_A
445,8,2023-02-26,43,33.28,11,Item_H
446,8,2023-12-30,48,184.4,21,Item_H
447,2,2023-09-28,23,168.15,20,Item_B
448,9,2023-07-14,48,63.28,18,Item_I
449,3,2023-12-27,46,283.0,23,Item_C
450,4,2023-05-17,44,272.18,10,Item_D
451,4,2023-09-21,1,114.89,27,Item_D
452,8,2023-07-28,31,310.69,12,Item_H
453,9,2023-04-02,45,70.94,26,Item_I
454,3,2023-07-02,14,41.36,27,Item_C
455,8,2023-05-21,0,352.4,20,Item_H
456,6,2023-07-02,27,329.19,30,Item_F
457,4,2023-02-05,29,51.93,25,Item_D
458,5,2023-09-11,30,173.42,16,Item_E
459,2,2023-04-16,1,178.58,26,Item_B
460,10,2023-09-01,29,311.08,11,Item_J
461,8,2023-09-18,3,373.54,24,Item_H
462,10,2023-06-01,7,432.78,19,Item_J
463,9,2023-11-10,10,369.43,6,Item_I
464,9,2023-08-06,30,400.58,26,Item_I
465,4,2023-11-22,5,398.09,20,Item_D
466,9,2023-07-03,0,145.61,16,Item_I
467,6,2023-11-06,0,36.59,6,Item_F
468,8,2023-12-23,45,142.48,28,Item_H
469,3,2023-04-13,47,408.72,2,Item_C
470,10,2023-06-16,2,423.52,20,Item_J
471,4,2023-01-15,0,8.89,15,Item_D
472,1,2023-11-26,40,195.39,14,Item_A
473,5,2023-11-16,9,342.39,20,Item_E
474,7,2023-10-03,46,155.9,4,Item_G
475,2,2023-09-14,20,280.0,13,Item_B
476,6,2023-07-08,36,67.7,5,Item_F
477,2,2023-03-27,16,249.28,7,Item_B
478,1,2023-11-07,20,366.82,22,Item_A
479,8,2023-05-31,32,385.09,14,Item_H
480,8,2023-04-21,48,350.77,8,Item_H
481,10,2023-09-08,0,42.66,28,Item_J
482,1,2023-06-21,0,14.65,10,Item_A
483,4,2023-04-11,29,132.78,16,Item_D
484,2,2023-01-03,0,254.72,21,Item_B
485,10,2023-11-14,35,435.7,3,Item_J
486,5,2023-12-07,30,183.55,3,Item_E
487,7,2023-08-22,41,296.2,12,Item_G
488,1,2023-05-02,4,160.39,14,Item_A
489,2,2023-10-22,3,378.96,16,Item_B
490,9,2023-05-31,20,488.31,14,Item_I
491,7,2023-05-18,40,70.55,27,Item_G
492,9,2023-09-11,49,7.2,28,Item_I
493,7,2023-12-25,0,119.75,16,Item_G
494,7,2023-09-29,7,44.51,4,Item_G
495,8,2023-07-24,39,389.84,29,Item_H
496,3,2023-12-28,41,470.61,14,Item_C
497,8,2023-01-21,11,76.88,9,Item_H
498,10,2023-11-17,35,490.31,16,Item_J
499,6,2023-08-09,29,323.22,10,Item_F
500,9,2023-07-31,27,452.0,1,Item_I
501,1,2023-09-30,21,315.97,7,Item_A
502,9,2023-05-29,39,310.77,10,Item_I
503,9,2023-03-10,42,237.86,5,Item_I
504,9,2023-04-05,37,24.87,16,Item_I
505,6,2023-07-19,10,230.97,7,Item_F
506,3,2023-09-30,21,13.35,3,Item_C
507,6,2023-12-19,34,189.65,2,Item_F
508,4,2023-07-03,0,119.89,1,Item_D
509,9,2023-11-30,9,51.43,18,Item_I
510,5,2023-11-28,46,254.56,18,Item_E
511,10,2023-10-07,0,29.68,19,Item_J
512,3,2023-09-17,31,1.95,8,Item_C
513,7,2023-10-29,11,190.34,10,Item_G
514,6,2023-04-21,41,129.21,12,Item_F
515,4,2023-12-04,13,434.05,25,Item_D
516,10,2023-03-16,0,491.53,28,Item_J
517,10,2023-11-27,44,91.55,14,Item_J
518,9,2023-04-10,14,105.83,21,Item_I
519,3,2023-12-18,0,229.01,18,Item_C
520,5,2023-12-18,37,171.61,21,Item_E
521,8,2023-10-29,33,392.52,20,Item_H
522,8,2023-06-19,0,31.35,26,Item_H
523,6,2023-03-29,17,299.47,23,Item_F
524,4,2023-06-30,33,292.61,7,Item_D
525,6,2023-02-13,37,439.4,23,Item_F
526,7,2023-05-25,4,41.81,9,Item_G
527,10,2023-03-08,0,434.8,30,Item_J
528,10,2023-12-16,33,490.57,9,Item_J
529,6,2023-07-21,37,31.38,6,Item_F
530,1,2023-12-04,41,154.66,30,Item_A
531,10,2023-03-16,45,86.27,4,Item_J
532,5,2023-11-02,30,435.63,3,Item_E
533,7,2023-09-02,9,106.18,25,Item_G
534,1,2023-10-07,36,60.52,28,Item_A
535,8,2023-10-17,11,57.85,7,Item_H
536,3,2023-04-06,48,452.98,1,Item_C
537,9,2023-07-06,16,295.76,2,Item_I
538,10,2023-06-21,15,47.78,14,Item_J
539,8,2023-03-12,12,408.98,3,Item_H
540,3,2023-08-01,34,15.88,21,Item_C
541,7,2023-04-10,14,415.97,16,Item_G
542,10,2023-04-03,43,246.03,10,Item_J
543,8,2023-11-10,23,402.21,11,Item_H
544,2,2023-05-10,45,33.66,1,Item_B
545,6,2023-10-03,45,252.64,25,Item_F
546,7,2023-08-27,41,464.87,21,Item_G
547,7,2023-02-01,40,170.06,8,Item_G
548,9,2023-11-02,25,477.06,10,Item_I
549,10,2023-06-01,0,411.47,28,Item_J
550,1,2023-11-26,49,113.65,30,Item_A
551,2,2023-02-27,2,394.14,13,Item_B
552,1,2023-12-22,17,245.47,28,Item_A
553,1,2023-03-02,16,67.3,10,Item_A
554,5,2023-01-20,26,311.34,23,Item_E
555,3,2023-06-25,32,372.67,12,Item_C
556,3,2023-07-16,41,494.17,5,Item_C
557,5,2023-11-04,16,381.02,29,Item_E
558,1,2023-11-29,32,175.54,13,Item_A
559,1,2023-03-12,0,258.64,17,Item_A
560,7,2023-02-12,10,387.94,12,Item_G
561,8,2023-07-21,49,160.26,20,Item_H
562,1,2023-05-15,19,219.71,27,Item_A
563,3,2023-03-16,33,57.49,25,Item_C
564,9,2023-08-08,10,349.7,26,Item_I
565,1,2023-11-27,25,385.79,6,Item_A
566,8,2023-06-25,13,47.23,19,Item_H
567,5,2023-06-29,28,84.71,15,Item_E
568,4,2023-12-11,11,155.62,30,Item_D
569,10,2023-10-17,6,340.53,18,Item_J
570,8,2023-04-05,8,435.66,28,Item_H
571,1,2023-04-11,15,292.53,19,Item_A
572,4,2023-04-07,11,69.02,5,Item_D
573,4,2023-04-29,25,290.48,5,Item_D
574,2,2023-08-09,40,165.3,27,Item_B
575,5,2023-08-18,43,76.62,23,Item_E
576,3,2023-12-26,40,491.35,22,Item_C
577,2,2023-07-25,6,87.13,5,Item_B
578,4,2023-02-24,29,332.53,29,Item_D
579,7,2023-09-01,20,227.54,18,Item_G
580,7,2023-08-30,38,472.22,4,Item_G
